group,group_name,section_id,part,section_name,unit_id,unit_line,unit_kind,display,change_id,rid,lineup_order,round,kind,status,new_in_latest,latest_status,applied_in,scope,target_text,target_line,old,new,old_sentence,new_sentence,source_file,source_ref,idea,form_only
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,full,CH-0195,B-21,342,S76,edit,applied,no,anchored,file 11,sentence,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),27,,"## What is primitive, what is an index, and what is derived",,"## What is primitive, what is an index, and what is derived","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: added at f11 L31 (heading), after f10 L27 s2",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,full,CH-0595,D-14,912,S95,edit,applied,yes,anchored,scrubbed copy,sentence,draft 5,29,"## What is primitive, what is an index, and what is derived","## What is imported, what is an index, and what is defined","## What is primitive, what is an index, and what is derived","## What is imported, what is an index, and what is defined",tests/S95 Scrub - scripts/replacements.json,entries[13]; line 29; swap; LISTED,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,term line,CH-1066,D-524,1231,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"primitive(s), primitive 2","import(s), import 2",,,"tests/S95 Scrub - vocabulary, as used.md",table row at file line 53 (section: Definition and dependence),inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,term line,CH-1126,D-585,1292,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"primitive(s) Θ, N → import(s); ""What is imported, what is an index, and what is defined""","""Parameter"" (not used in draft 5) is the alternative if the owner wants the word itself to say the semantics is relative to Θ and N (hard case 3).",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 31 (KEEP), file line 55",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,term line,CH-1126,D-661,1368,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**primitive**, the two **primitives**, ""primitive 2"" (Θ and N)","**import**, the two **imports**, ""import 2""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 83; sceptic's row 31",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,term line,CH-1126,D-662,1369,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""What is primitive, what is an index, and what is derived""","""What is imported, what is an index, and what is defined""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 84; sceptic's row 31",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L29.s1,29,heading,term line,CH-1127,D-664,1371,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"derive, derives, derived (definitional: l. 21, 29, 31, 455, 518, 520, 526)","define, defines, defined",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 86; sceptic's row 32",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,full,CH-0196,B-22,343,S76,edit,applied,no,anchored,file 11,sentence,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),27,,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.",,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: added at f11 L33 s1, after f10 L27 s2; S81 det 03 §1 place M5, M6",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,full,CH-0363,B-211,532,S81,recommendation,applied,n/a,anchored,"revision 2 as change-list entry W58(ii).1, whose NEW text is verbatim in: draft 1 to draft 5",span,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md)",33,appears anywhere,"[no wording given] unclear wording or tension, recorded for a later revision","No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" appears anywhere (Derivation 6).",,"results/S81 File 11 against every case - outputs/determination/03 Step 4 - every difference between file 10 and file 11 ruled, after reading both 1D lists and both 2D audits.md","§8 'Also recorded for a later revision', item 11 (S81 Results: 'twelve unclear wordings and tensions inside file 11 (03, section 8)'); this place L33",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,full,CH-0369,B-219,540,S81,recommendation,applied,n/a,anchored,"revision 2 note draft (tests/Revision 2 - revision note, draft of 23 September.md), layer 2 of the record, row L2-03; record only, not in any theory text",sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md)",33,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.",[no wording given] declare this place in the revision's record as a change of claim not declared by file 11's note,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.",,"results/S81 Results - file 11 against file 10, determined.md","S81 Results, Next step: 'a declaration of the 41 undeclared CLAIM places (and M7) in the second layer of the revision's record'; place M5 (determination 03 §1, row M5; file-11 locator 'L33, sentence 1', file-10 'L519; compare L458, L593, L597'); the file-11 sentences are edit records B-22, B-23, B-24, B-25",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,full,CH-0596,D-15,913,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,31,The semantics has two primitives:,The semantics has two imports:,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.","The semantics has two imports: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **appraisal relation** \(\mathcal N\), taken as an input wherever a question invokes an appraisal.",tests/S95 Scrub - scripts/replacements.json,entries[14]; line 31; swap; TRUTH-OR-FOUNDATION,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,full,CH-0597,D-16,914,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,31,taken as an input wherever a question invokes worth,taken as an input wherever a question invokes an appraisal,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.","The semantics has two imports: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **appraisal relation** \(\mathcal N\), taken as an input wherever a question invokes an appraisal.",tests/S95 Scrub - scripts/replacements.json,entries[15]; line 31; swap; RANKING,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,full,CH-0601,D-20,918,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,31,**normative relation**,**appraisal relation**,"The semantics has two primitives: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **normative relation** \(\mathcal N\), taken as an input wherever a question invokes worth.","The semantics has two imports: the **physical module** \(\Theta\), which says what organization a physical occurrence instantiates at a grain, and the **appraisal relation** \(\mathcal N\), taken as an input wherever a question invokes an appraisal.",tests/S95 Scrub - scripts/replacements.json,entries[19]; line 31; swap; TRUTH-OR-FOUNDATION; generated by an AUTO rule of replacements_source.py,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1066,D-524,1231,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"primitive(s), primitive 2","import(s), import 2",,,"tests/S95 Scrub - vocabulary, as used.md",table row at file line 53 (section: Definition and dependence),inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1095,D-553,1260,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,normative relation,appraisal relation,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 92 (section: Belief, merit and appraisal)",appraisal,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1126,D-661,1368,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**primitive**, the two **primitives**, ""primitive 2"" (Θ and N)","**import**, the two **imports**, ""import 2""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 83; sceptic's row 31",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1127,D-663,1370,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""Everything else is derived from the two primitives, the declared indices and the declared inputs"" (l. 31, 520)","""Everything else is defined in terms of the two imports, the declared indices and the declared inputs""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 85; sceptic's row 32",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1129,D-677,1384,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""a predicate that could be true or false"" (l. 31, 524)","""a predicate: a case meets it or fails it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 104; sceptic's row 37",question,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1131,D-688,1395,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""No predicate meaning 'really explains', 'is a cause' or 'is knowledge' is taken as primitive"" (l. 31, 526, 600)","""No predicate that says 'explains' without a question and a contract, or 'is a cause', or 'is a created explanation', is taken as an import""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 115; sceptic's row 40",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s1,31,sentence,term line,CH-1135,D-709,1416,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,**normative relation** N (primitive 2),**appraisal relation** N (import 2),,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.7, table row at file line 146; sceptic's row 49",appraisal,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,full,CH-0197,B-23,344,S76,edit,applied,no,anchored,file 11,sentence,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),27,,"Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that could be true or false.",,"Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that could be true or false.","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: added at f11 L33 s2, after f10 L27 s2; S81 det 03 §1 place M5, M6",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,full,CH-0353,B-196,517,S81,recommendation,applied,n/a,anchored,"revision 2 as change-list entry W7.1, whose NEW text is verbatim in: draft 1 to draft 5; change-list entry W7.3, whose NEW text is verbatim in: draft 1 to draft 5",sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md)",33,"Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that could be true or false.","[no wording given] unclear wording or tension, recorded for a later revision","Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that could be true or false.",,"results/S81 File 11 against every case - outputs/determination/03 Step 4 - every difference between file 10 and file 11 ruled, after reading both 1D lists and both 2D audits.md","§8 'Also recorded for a later revision', item 3 (S81 Results: 'twelve unclear wordings and tensions inside file 11 (03, section 8)'); this place L33",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,full,CH-0598,D-17,915,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,31,none is a predicate that could be true or false,none is a predicate that a case meets or fails,"Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that could be true or false.","Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that a case meets or fails.",tests/S95 Scrub - scripts/replacements.json,entries[16]; line 31; swap; LISTED,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,term line,CH-1074,D-532,1239,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,true or false (a predicate),a predicate that a case meets or fails,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 66 (section: Truth, fact and error)",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,term line,CH-1127,D-663,1370,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""Everything else is derived from the two primitives, the declared indices and the declared inputs"" (l. 31, 520)","""Everything else is defined in terms of the two imports, the declared indices and the declared inputs""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 85; sceptic's row 32",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,term line,CH-1129,D-677,1384,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""a predicate that could be true or false"" (l. 31, 524)","""a predicate: a case meets it or fails it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 104; sceptic's row 37",question,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,term line,CH-1131,D-688,1395,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""No predicate meaning 'really explains', 'is a cause' or 'is knowledge' is taken as primitive"" (l. 31, 526, 600)","""No predicate that says 'explains' without a question and a contract, or 'is a cause', or 'is a created explanation', is taken as an import""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 115; sceptic's row 40",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s2,31,sentence,full,CH-1215,D-890,1703,S96,recommendation,declined,no,anchored,none,sentence,repaired copy,31,"Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that a case meets or fails.","Grain, boundary and continuity are **declared indices**, and the contract of admitted changes is an **index** with a provenance of its own (\(\rho_p\), Part III): every claim is relative to them, and none is a predicate that a case meets or fails.","Grain, boundary, continuity and the contract of admitted changes are **declared indices**: every claim is relative to them, and none is a predicate that a case meets or fails.","Grain, boundary and continuity are **declared indices**, and the contract of admitted changes is an **index** with a provenance of its own (\(\rho_p\), Part III): every claim is relative to them, and none is a predicate that a case meets or fails.",results/S96 Cross-examination - repaired copy - returns/s96_xexam_mimo_1.response.txt,"finding 3, proposed wording (code block 4); ruling 'mimo 1 3' in results/S96 Reading of the replies.md, section 3",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,full,CH-0198,B-24,345,S76,edit,applied,no,anchored,file 11,sentence,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),27,,"Everything else is derived, in the order Part XIV states.",,"Everything else is derived, in the order Part XIV states.","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: added at f11 L33 s3, after f10 L27 s2; S81 det 03 §1 place M5, M6",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,full,CH-0353,B-194,515,S81,recommendation,applied,n/a,anchored,"revision 2 as change-list entry W7.1, whose NEW text is verbatim in: draft 1 to draft 5",sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md)",33,"Everything else is derived, in the order Part XIV states.","[no wording given] unclear wording or tension, recorded for a later revision","Everything else is derived, in the order Part XIV states.",,"results/S81 File 11 against every case - outputs/determination/03 Step 4 - every difference between file 10 and file 11 ruled, after reading both 1D lists and both 2D audits.md","§8 'Also recorded for a later revision', item 2 (S81 Results: 'twelve unclear wordings and tensions inside file 11 (03, section 8)'); this place L33",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,full,CH-0353,C-5,635,S90,edit,applied,no,anchored,file 13 draft 1 (as sent); file 13 draft 2 (as sent); file 13 draft 3; file 13 draft 4; file 13 draft 5,sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md, md5 5e494c1095d920d128b9a79de378f923)",33,"Everything else is derived, in the order Part XIV states.","Everything else is derived from the two primitives, the declared indices and the **declared inputs**, in the order Part XIV states.","Everything else is derived, in the order Part XIV states.","Everything else is derived from the two primitives, the declared indices and the **declared inputs**, in the order Part XIV states.","tests/Revision 2 - change list, draft of 23 September.md","change list draft 5, entry W7.1 (""L33 s3: derived from the primitives, the indices and the inputs""), STATUS applied, KIND CLAIM, FILE-11 LINE 33; wording first in change list draft 1 (12e73da); carried as S90 brief (first 48 changes) C03, S90 part B1 R03",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,full,CH-0501,C-128,751,S90,recommendation,not applied,no,anchored,none,span,"file 13 draft 2 (as sent), theory text (md5 9aecf2f30ce0b4523606b2b8409fdf37)",31,"and the **declared inputs**, in the order Part XIV states.","…and the **declared inputs**: stated data a claim takes as given, which the semantics records and does not supply…","Everything else is derived from the two primitives, the declared indices and the **declared inputs**, in the order Part XIV states.",,results/S90 Cross-examination - revision 2 draft - returns/parts/s90_xexam_mimo_B1.response.txt,"s90_xexam_mimo_B1 point 5 (R03, W7.1), a minimal gloss; not contested and not ruled: passed to the orchestrator (batch 2); carried forward after S90 (""Bolded declared inputs at revised L31"")",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,full,CH-0599,D-18,916,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,31,"Everything else is derived from the two primitives,","Everything else is defined in terms of the two imports,","Everything else is derived from the two primitives, the declared indices and the **declared inputs**, in the order Part XIV states.","Everything else is defined in terms of the two imports, the declared indices and the **declared inputs**, in the order Part XIV states.",tests/S95 Scrub - scripts/replacements.json,entries[17]; line 31; swap; LISTED,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,term line,CH-1066,D-524,1231,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"primitive(s), primitive 2","import(s), import 2",,,"tests/S95 Scrub - vocabulary, as used.md",table row at file line 53 (section: Definition and dependence),inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,term line,CH-1126,D-661,1368,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**primitive**, the two **primitives**, ""primitive 2"" (Θ and N)","**import**, the two **imports**, ""import 2""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 83; sceptic's row 31",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,term line,CH-1127,D-663,1370,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""Everything else is derived from the two primitives, the declared indices and the declared inputs"" (l. 31, 520)","""Everything else is defined in terms of the two imports, the declared indices and the declared inputs""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 85; sceptic's row 32",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,term line,CH-1127,D-664,1371,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"derive, derives, derived (definitional: l. 21, 29, 31, 455, 518, 520, 526)","define, defines, defined",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.4, table row at file line 86; sceptic's row 32",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,term line,CH-1129,D-677,1384,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""a predicate that could be true or false"" (l. 31, 524)","""a predicate: a case meets it or fails it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 104; sceptic's row 37",question,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,term line,CH-1131,D-688,1395,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,"""No predicate meaning 'really explains', 'is a cause' or 'is knowledge' is taken as primitive"" (l. 31, 526, 600)","""No predicate that says 'explains' without a question and a contract, or 'is a cause', or 'is a created explanation', is taken as an import""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.5, table row at file line 115; sceptic's row 40",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s3,31,sentence,full,CH-0998,D-421,1780,S97,edit,applied,yes,anchored,latest text,span,repaired copy,31,"Everything else is defined in terms of the two imports, the declared indices and the **declared inputs**,","Everything else is defined in terms of the two imports, the structural vocabulary of (O) and (Q), the declared indices and the **declared inputs**,","Everything else is defined in terms of the two imports, the declared indices and the **declared inputs**, in the order Part XIV states.","Everything else is defined in terms of the two imports, the structural vocabulary of (O) and (Q), the declared indices and the **declared inputs**, in the order Part XIV states.",tests/S96 Repair - scripts/replacements_stage3.json,entries[14]; line 31; group X; ruling: mimo 4 F1,inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,full,CH-0199,B-25,346,S76,edit,applied,no,anchored,file 11,sentence,file 10 (authority/10 Claude Fable Semantics - standalone theory.md),27,,"No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" appears anywhere (Derivation 6).",,"No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" appears anywhere (Derivation 6).","authority/11 Claude Fable Semantics - standalone theory, revision 1.md","sentence diff, file 10 -> file 11: added at f11 L33 s4, after f10 L27 s2; S81 det 03 §1 place M5, M6",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,full,CH-0363,C-6,636,S90,edit,applied,no,anchored,file 13 draft 1 (as sent); file 13 draft 2 (as sent); file 13 draft 3; file 13 draft 4; file 13 draft 5,sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md, md5 5e494c1095d920d128b9a79de378f923)",33,"No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" appears anywhere (Derivation 6).","No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive, and no definition depends on one (Derivation 6).","No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" appears anywhere (Derivation 6).","No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive, and no definition depends on one (Derivation 6).","tests/Revision 2 - change list, draft of 23 September.md","change list draft 5, entry W58(ii).1 (""L33 s4: no such predicate is primitive or depended on""), STATUS applied, KIND WORDING, FILE-11 LINE 33; wording first in change list draft 1 (12e73da); carried as S90 brief (first 48 changes) C04, S90 part B1 R04",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,full,CH-0498,C-125,748,S90,recommendation,declined,no,anchored,none,sentence,"file 13 draft 2 (as sent), theory text (md5 9aecf2f30ce0b4523606b2b8409fdf37)",31,"No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive, and no definition depends on one (Derivation 6).","No predicate meaning 'really explains', 'is a cause' or 'is knowledge' exists in the theory (Derivation 6).","No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive, and no definition depends on one (Derivation 6).","No predicate meaning 'really explains', 'is a cause' or 'is knowledge' exists in the theory (Derivation 6).",results/S90 Cross-examination - revision 2 draft - returns/parts/s90_xexam_mimo_B1.response.txt,"s90_xexam_mimo_B1 point 1, second repair (keep WORDING and strengthen the wording); refused by ruling R04 (W58(ii).1): KEEP (batch 2)",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,full,CH-0497,C-124,769,S90,recommendation,declined,n/a,anchored,none,sentence,"the note of file 13, its list of changes of claim (full file 13 draft 2; the DECLARATION fields of change list draft 2)",,,Part 0 no longer claims that no such predicate appears anywhere; it now claims only that none is taken as primitive and that no definition depends on one.,,,results/S90 Cross-examination - revision 2 draft - returns/parts/s90_xexam_mimo_B1.response.txt,"s90_xexam_mimo_B1 point 1, first repair (retype R04 as CLAIM, with this declaration); refused by ruling R04 (W58(ii).1): KEEP (batch 2)",inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,full,CH-0600,D-19,917,S95,edit,applied,no,anchored,scrubbed copy,span,draft 5,31,"No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive,","No predicate that says ""explains"" without a question and a contract, or ""is a cause"", or ""is a created explanation"", is taken as an import,","No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive, and no definition depends on one (Derivation 6).","No predicate that says ""explains"" without a question and a contract, or ""is a cause"", or ""is a created explanation"", is taken as an import, and no definition depends on one (Argument 6).",tests/S95 Scrub - scripts/replacements.json,entries[18]; line 31; rewording; BELIEF; provisional term (owner's call),inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,full,CH-0602,D-21,919,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,31,(Derivation,(Argument,"No predicate meaning ""really explains"", ""is a cause"" or ""is knowledge"" is taken as primitive, and no definition depends on one (Derivation 6).","No predicate that says ""explains"" without a question and a contract, or ""is a cause"", or ""is a created explanation"", is taken as an import, and no definition depends on one (Argument 6).",tests/S95 Scrub - scripts/replacements.json,entries[20]; line 31; swap; LISTED; generated by an AUTO rule of replacements_source.py,form,yes
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,term line,CH-1066,D-524,1231,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"primitive(s), primitive 2","import(s), import 2",,,"tests/S95 Scrub - vocabulary, as used.md",table row at file line 53 (section: Definition and dependence),inputs,no
G14,The class collected,sec-L29-31,Part 0 — Read this first,"What is imported, what is an index, and what is defined",L31.s4,31,sentence,term line,CH-1132,D-591,1298,S95,recommendation,open for the owner,n/a,anchored,scrubbed copy (provisional name),term,draft 5,,"knowledge: (EK), CreateEK, ""knowledge-creation class""","Claude's recommendation: the rename, unless the owner wants Deutsch's sense; then add the condition, do not keep the word alone.",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 41 (OWNER), file line 65",appraisal,no
